ranking, submission_id, language, time, submission_date,
2042,60415035,Java,172,8/29/15, 9:25:47 AM
2043,85088202,C++,172,10/7/15, 4:45:22 PM
2044,81363403,Java,172,11/22/15, 2:19:27 PM
2045,4041533,C++,172,12/11/15, 6:15:01 PM
2046,84963644,C++,172,2/16/16, 6:18:04 PM
2047,87380839,Java,172,3/28/16, 10:36:17 PM
2048,59366943,Java,172,5/11/16, 1:35:36 AM
2049,87565713,C++,172,6/5/16, 10:38:18 PM
2050,50335003,C++,176,8/14/13, 9:50:09 AM
2051,82580387,C++,176,2/22/14, 6:35:43 PM
2052,8290476,C++,176,2/22/14, 9:04:37 PM
2053,63079749,C++,176,5/28/14, 2:12:55 PM
2054,11989071,C++,176,6/3/14, 10:50:16 PM
2055,3100466,C++,176,6/6/14, 12:25:17 AM
2056,61397812,C++,176,6/21/14, 6:25:42 AM
2057,45787996,C++,176,7/2/14, 11:32:25 PM
2058,44868443,C++,176,7/24/14, 5:36:18 AM
2059,9802086,Java,176,8/26/14, 11:49:15 PM
2060,73412615,C++,176,11/1/14, 11:46:22 PM
2061,94354453,C++,176,11/11/14, 1:07:38 AM
2062,18837258,C++,176,11/18/14, 11:18:08 PM
2063,17292879,C++,176,12/2/14, 3:58:48 PM
2064,32103695,C++,176,5/14/15, 12:28:56 AM
2065,2938742,C++,176,5/24/15, 12:12:41 PM
2066,5997221,C++,176,6/13/15, 9:21:58 AM
2067,28057475,C++,176,6/14/15, 10:58:41 PM
2068,25670425,C++,176,8/15/15, 1:34:39 AM
2069,17266522,C++,176,8/31/15, 10:02:09 PM
2070,42957770,C++,176,9/7/15, 8:24:25 PM
2071,80224522,C++,176,9/7/15, 9:33:37 PM
2072,72688146,Python,176,12/1/15, 3:23:50 PM
2073,30981497,C++,176,4/29/16, 6:20:41 AM
2074,94689962,Java,176,5/15/16, 7:59:53 PM
2075,35992653,Python 3,176,8/12/16, 1:26:33 PM
2076,25405686,C++,180,10/4/13, 6:22:57 PM
2077,26162392,C++,180,4/29/14, 4:19:03 PM
2078,10299928,C++,180,5/28/14, 12:56:55 PM
2079,58620691,C++,180,5/28/14, 6:36:05 PM
2080,24880783,C++,180,5/30/14, 2:17:16 AM
2081,71977170,C++,180,10/1/14, 2:57:22 PM
2082,52790225,C++,180,11/19/14, 2:05:18 PM
2083,1909910,C++,180,11/19/14, 3:51:10 PM
2084,11772878,C++,180,3/14/15, 2:55:46 PM
2085,42301245,C++,180,6/12/15, 1:19:23 PM
2086,13809712,C++,180,8/29/15, 5:32:56 PM
2087,56568618,Java,180,12/17/15, 2:35:05 PM
2088,10028251,C++,180,1/21/16, 12:04:54 AM
2089,95089433,Java,180,2/20/16, 2:22:17 PM
2090,35597061,Java,180,4/19/16, 11:00:31 AM
2091,5310190,C++,180,8/28/16, 10:58:55 PM
2092,60591479,C++,184,10/7/12, 3:16:44 PM
2093,60465872,C++,184,9/24/13, 7:57:42 PM
2094,71123042,C++,184,2/24/14, 10:50:58 PM
2095,16926311,C++,184,4/15/14, 7:40:46 PM
2096,74112749,C++,184,5/12/14, 2:46:35 PM
2097,30995014,C++,184,5/17/14, 12:00:42 PM
2098,72614361,C++,184,7/11/14, 9:53:16 AM
2099,60817343,Java,184,10/18/14, 9:56:27 PM
2100,48769728,C++,184,11/9/14, 2:22:41 PM
2101,28154684,C++,184,11/19/14, 11:17:43 AM
2102,61207454,C++,184,1/9/15, 3:48:01 AM
2103,76737437,C++,184,3/17/15, 5:50:59 PM
2104,14972700,Python,184,4/11/15, 11:27:22 AM
2105,48177727,C++,184,7/18/15, 9:36:31 PM
2106,74900347,Java,184,8/7/15, 2:43:27 AM
2107,34325559,C++,184,12/2/15, 11:37:00 AM
2108,46558129,C++,184,12/5/15, 1:26:28 PM
2109,55949071,C++,184,3/22/16, 4:52:30 PM
2110,51406436,Java,184,8/30/16, 1:12:23 AM
2111,69693410,C++,188,10/4/13, 4:01:40 PM
2112,88063387,C++,188,4/11/14, 9:35:17 AM
2113,40621586,C++,188,5/20/14, 10:29:06 PM
2114,4199254,Java,188,7/28/14, 4:49:27 PM
2115,95533718,C++,188,11/17/14, 10:11:17 PM
2116,20677666,C++,188,3/14/15, 7:06:55 PM
2117,7911951,C++,188,4/20/15, 1:05:19 AM
2118,61410491,C++,188,9/9/15, 6:06:24 PM
2119,48558741,Java,188,9/17/15, 8:15:52 AM
2120,41538900,C++,188,11/1/15, 10:49:45 PM
2121,44510137,C++,188,4/8/16, 6:31:11 PM
2122,30903446,C++,188,6/7/16, 8:51:18 PM
2123,33403513,C++,188,8/8/16, 11:16:19 AM
2124,48327344,C++,188,9/1/16, 3:13:21 PM
2125,54787582,C++,192,10/10/12, 11:40:11 AM
2126,89237619,C++,192,7/2/13, 1:39:20 PM
2127,81728296,C++,192,9/30/13, 4:06:20 PM
2128,98642908,C++,192,10/27/13, 12:41:34 PM
2129,22318036,C++,192,5/28/14, 12:55:22 PM
2130,39328266,C++,192,8/31/14, 6:20:19 PM
2131,10265265,C++,192,12/10/14, 2:53:36 PM
2132,2536552,C++,192,6/14/15, 7:45:10 PM
2133,28114374,C++,192,6/14/15, 11:02:51 PM
2134,41977554,Java,192,10/29/15, 2:33:09 PM
2135,74096787,Java,192,3/28/16, 6:11:56 PM
2136,47069535,C++,192,8/8/16, 5:39:06 PM
2137,56989548,Java,192,8/25/16, 2:22:14 PM
2138,12091202,C++,196,10/7/12, 3:18:43 PM
2139,98627133,C++,196,8/29/14, 1:13:35 AM
2140,43739729,C++,196,9/28/14, 9:15:57 AM
2141,31034522,C++,196,12/9/14, 5:06:46 PM
2142,66838108,Java,196,2/9/15, 10:50:43 AM
2143,2127302,C++,196,6/14/15, 10:48:44 PM
2144,21685105,Java,196,7/20/15, 1:48:40 PM
2145,2053540,C++,196,9/21/15, 9:09:02 PM
2146,52767495,C++,196,11/11/15, 6:11:25 PM
2147,73459416,Java,196,12/1/15, 5:03:13 AM
2148,33842664,C++,196,12/13/15, 1:28:21 PM
2149,69612631,Java,196,12/14/15, 6:48:07 PM
2150,15755610,C++,196,2/25/16, 7:20:42 PM
2151,17293116,Python 3,196,2/27/16, 2:40:11 PM
2152,97455731,C++,196,5/14/16, 3:29:50 AM
2153,69366149,C++,196,8/17/16, 4:10:43 PM
2154,22417071,C++,200,5/12/14, 11:32:19 PM
2155,78235132,C++,200,2/10/15, 9:09:22 AM
2156,7955746,C++,200,2/24/15, 2:37:56 PM
2157,56069204,C++,200,5/31/15, 5:29:41 PM
2158,65078655,C++,200,6/14/15, 12:43:52 PM
2159,61913658,C++,200,6/14/15, 4:05:47 PM
2160,60010561,C++,200,9/13/15, 9:49:56 PM
2161,63458352,Python 3,200,9/25/15, 12:04:30 PM
2162,59984966,C++,200,10/5/15, 11:10:21 PM
2163,88745429,C++,200,10/16/15, 8:55:26 PM
2164,14680143,C++,200,11/6/15, 3:04:34 AM
2165,42083689,C++,200,3/25/16, 4:00:17 AM
2166,70073870,Java,200,5/13/16, 12:58:39 AM
2167,37024911,Java,200,7/11/16, 10:23:26 PM
2168,10774918,C++,204,7/31/13, 3:32:12 AM
2169,57840026,Java,204,2/7/15, 8:46:12 AM
2170,2427208,Python,204,4/29/15, 3:27:03 PM
2171,15735432,C++,204,6/14/15, 5:29:20 PM
2172,8142299,C++,204,7/3/15, 8:42:34 PM
2173,55398521,C++,204,8/31/15, 9:32:42 PM
2174,6293740,C++,204,9/26/15, 4:22:42 PM
2175,77445894,C++,204,3/30/16, 4:55:45 PM
2176,74578394,C++,204,4/7/16, 6:51:37 PM
2177,33935688,C++,208,6/1/14, 10:11:09 PM
2178,77741083,C++,208,10/5/14, 4:20:03 PM
2179,64019720,C++,208,6/30/15, 6:36:49 PM
2180,23321562,Python 3,208,8/18/15, 9:24:06 PM
2181,1801402,C++,208,10/20/15, 12:34:33 PM
2182,84015590,Java,208,11/28/15, 5:10:53 PM
2183,39521447,C++,208,1/16/16, 1:39:45 PM
2184,16834134,C++,208,5/28/16, 2:36:28 AM
2185,93971210,C++,208,8/23/16, 5:06:26 PM
2186,22472953,C++,212,11/13/12, 8:22:05 PM
2187,41785694,C++,212,10/17/13, 9:33:36 PM
2188,13218317,C++,212,12/27/13, 10:10:40 PM
2189,94471988,C++,212,4/10/15, 12:54:32 PM
2190,26566327,Python,212,2/19/16, 12:50:31 AM
2191,23249088,C++,212,3/25/16, 2:15:09 PM
2192,32755693,C++,212,8/29/16, 2:10:09 PM
2193,88102301,C++,216,5/16/14, 1:17:04 PM
2194,54485086,Java,216,8/21/14, 3:25:15 PM
2195,59071827,C++,216,4/26/15, 11:31:07 AM
2196,79659417,C++,216,6/14/15, 6:33:38 PM
2197,17902787,C++,216,9/15/15, 11:48:41 PM
2198,27236388,Java,216,9/16/15, 8:12:52 AM
2199,27882810,Java,216,12/7/15, 7:24:43 PM
2200,31845458,C++,216,12/24/15, 5:38:07 AM
2201,75427697,C++,216,1/10/16, 8:05:02 PM
2202,19450894,C++,216,4/18/16, 4:02:47 AM
2203,56134046,C++,220,12/29/13, 9:09:17 PM
2204,48445508,C++,220,10/1/14, 7:53:03 PM
2205,21681062,Java,220,5/20/15, 10:44:13 AM
2206,67178005,Java,220,6/27/15, 4:58:24 PM
2207,74055072,C++,220,9/8/15, 7:29:29 PM
2208,70311939,C++,220,6/19/16, 10:53:10 AM
2209,56041851,Java,224,10/8/12, 3:18:14 PM
2210,49119698,Java,224,9/25/13, 1:58:44 PM
2211,9230964,C++,224,1/7/14, 4:23:42 PM
2212,46791773,C++,224,5/26/14, 9:48:03 AM
2213,7237444,C++,224,10/30/14, 8:34:52 AM
2214,79439468,Java,224,10/30/14, 4:25:22 PM
2215,36789869,Java,224,11/2/14, 11:09:59 PM
2216,85334959,Java,224,12/27/15, 4:54:51 PM
2217,43111754,C++,224,2/22/16, 12:55:09 PM
2218,65609669,C++,224,4/6/16, 8:01:13 AM
2219,72488786,C++,224,4/8/16, 6:30:31 PM
2220,63725008,Python 3,224,6/1/16, 3:08:39 AM
2221,22517729,Python 3,224,7/4/16, 9:00:12 PM
2222,83372293,Java,224,8/16/16, 11:00:13 AM
2223,72745707,C++,228,5/28/14, 12:56:01 PM
2224,21978806,C++,228,11/9/14, 3:00:06 AM
2225,5306557,C++,228,11/19/14, 1:40:37 PM
2226,75397794,C++,228,12/15/14, 1:39:22 PM
2227,40040167,C++,228,6/14/15, 7:37:47 PM
2228,44893832,Java,232,10/20/12, 12:42:12 AM
2229,96057426,C++,232,11/10/12, 4:16:35 PM
2230,99785551,Java,232,1/6/13, 11:29:26 AM
2231,78989141,C++,232,5/15/14, 10:24:26 PM
2232,30803822,Java,232,8/15/14, 7:24:01 AM
2233,12294920,Java,232,8/29/14, 9:12:01 AM
2234,96099608,Java,232,11/10/14, 8:34:15 AM
2235,50576163,Java,232,12/28/14, 8:13:21 PM
2236,14046792,C++,232,2/21/15, 3:12:26 PM
2237,84956044,C++,232,5/11/15, 4:17:25 PM
2238,97657006,Java,232,5/20/15, 11:31:08 AM
2239,56446591,C++,232,6/13/15, 10:53:47 AM
2240,82014686,Python 3,232,7/20/15, 6:32:10 AM
2241,19309879,Java,232,9/5/15, 9:13:23 AM
2242,67231286,C++,232,10/20/15, 6:20:28 AM
2243,25881914,Java,232,11/30/15, 9:58:45 PM
2244,56245373,C++,232,4/9/16, 3:39:11 PM
2245,15796017,Java,236,1/25/14, 9:36:56 AM
2246,95508814,C++,236,3/23/14, 8:24:25 AM
2247,86657462,Java,236,9/20/14, 8:20:03 AM
2248,52022596,C++,236,8/21/15, 11:40:41 AM
2249,66240236,C++,240,9/29/14, 7:41:14 PM
2250,60503518,Python,240,4/14/15, 2:15:55 AM
2251,46585482,C++,240,6/14/15, 10:01:45 PM
2252,44088800,Java,240,2/13/16, 12:38:55 AM
2253,53779567,Python 3,240,2/18/16, 11:36:17 PM
2254,67261056,C++,240,4/19/16, 8:24:13 PM
2255,11592083,C++,244,2/24/14, 9:58:53 PM
2256,76756170,Java,244,8/21/14, 9:08:28 AM
2257,14297097,Java,244,4/12/15, 9:44:03 PM
2258,72403946,Java,244,9/15/15, 6:24:42 PM
2259,98338317,C++,244,2/5/16, 2:08:48 PM
2260,24495723,C++,244,3/19/16, 2:47:27 PM
2261,71449494,C++,244,5/3/16, 6:14:04 PM
2262,31035553,C++,244,5/5/16, 7:04:45 AM
2263,11463425,C++,248,2/19/14, 6:25:34 AM
2264,53552407,C++,248,3/19/14, 6:41:36 PM
2265,34736346,Java,248,10/17/14, 12:04:51 AM
2266,77278597,C++,248,6/11/15, 7:05:14 PM
2267,84289786,Java,248,7/10/15, 12:26:15 AM
2268,988787,Java,248,8/29/15, 1:05:34 PM
2269,62609580,C++,248,10/5/15, 11:11:28 PM
2270,7209532,C++,252,9/22/15, 12:03:31 AM
2271,24215973,Java,252,2/1/16, 1:51:34 PM
2272,19320765,Java,252,3/12/16, 4:56:12 PM
2273,15419758,C++,256,3/13/14, 8:21:26 PM
2274,16017986,Java,256,6/24/14, 12:30:29 PM
2275,3018386,Java,256,4/5/15, 7:06:23 AM
2276,9765223,Java,256,4/7/15, 3:54:41 PM
2277,83945314,Python 3,256,3/18/16, 7:34:15 PM
2278,73202019,C++,256,3/30/16, 3:24:07 AM
2279,97096938,Python 3,256,5/27/16, 4:46:42 PM
2280,10974494,Python,260,7/4/15, 5:46:52 PM
2281,14236656,Java,260,11/30/15, 9:24:31 PM
2282,86198948,Java,260,2/1/16, 2:18:24 PM
2283,23120186,Java,260,2/22/16, 8:06:24 PM
2284,75488979,Java,260,5/31/16, 7:36:29 PM
2285,53356039,Java,260,6/14/16, 2:49:28 AM
2286,96725701,C++,264,10/30/12, 6:23:48 PM
2287,5177980,Java,264,11/2/14, 8:57:06 PM
2288,51065185,C++,264,4/1/15, 2:42:27 AM
2289,33494524,Java,264,9/5/15, 11:15:56 PM
2290,52703057,Python 3,264,1/14/16, 11:32:13 PM
2291,2015681,Python 3,264,2/25/16, 10:20:09 PM
2292,98650140,C++,264,3/22/16, 11:26:04 AM
2293,42589619,Python 3,264,6/16/16, 11:08:02 PM
2294,61292518,Java,264,6/24/16, 11:47:42 PM
2295,97573993,Python 3,264,7/29/16, 10:11:57 PM
2296,87358313,C++,268,2/24/14, 10:25:03 AM
2297,56247983,Java,268,3/30/15, 3:38:44 PM
2298,18053308,Java,268,4/11/15, 5:51:43 PM
2299,7264483,Java,268,4/30/15, 3:13:03 PM
2300,91591493,C++,268,5/18/15, 3:05:37 PM
2301,88818620,Python,268,8/11/15, 7:38:15 PM
2302,74260002,Java,268,9/2/15, 9:34:10 AM
2303,77233520,Java,268,9/20/15, 7:41:25 PM
2304,55844045,Java,268,9/30/15, 1:55:51 AM
2305,57581717,Java,268,6/28/16, 6:26:32 PM
2306,18437212,C++,272,3/22/14, 11:53:45 AM
2307,78017173,C++,272,5/25/14, 11:47:06 AM
2308,13778518,Java,276,2/9/15, 10:05:35 AM
2309,97566116,Java,276,9/16/15, 12:21:41 PM
2310,94642987,Java,276,10/21/15, 11:43:58 PM
2311,7124265,Java,276,3/18/16, 7:47:21 PM
2312,13208996,C++,280,4/5/14, 2:46:09 AM
2313,26674302,C++,280,4/18/15, 8:23:09 PM
2314,17858748,C++,280,10/18/15, 11:25:22 AM
2315,96140630,Python 3,280,10/24/15, 2:21:04 PM
2316,78257050,Java,280,1/10/16, 6:18:08 PM
2317,31529218,Java,280,1/26/16, 8:46:51 AM
2318,97505811,Python 3,284,8/10/15, 11:32:17 PM
2319,68051134,Java,284,11/8/15, 10:07:27 PM
2320,69539424,Java,284,12/17/15, 4:47:12 PM
2321,55680367,Python,284,1/28/16, 9:34:28 AM
2322,94419522,Java,284,3/28/16, 5:13:18 PM
2323,23550339,Java,288,2/18/15, 8:58:11 PM
2324,1725580,C++,288,3/7/15, 2:54:53 AM
2325,57820217,Python 3,288,10/11/15, 2:48:00 PM
2326,58424467,Java,288,12/18/15, 4:00:55 PM
2327,21925608,C++,288,12/22/15, 7:03:36 PM
2328,39499119,C++,292,7/22/14, 11:15:26 AM
2329,75976116,Java,292,8/31/14, 4:19:43 PM
2330,73422152,Java,292,5/20/15, 9:24:14 AM
2331,12058279,C++,292,6/14/15, 9:06:58 PM
2332,29133501,C++,292,9/1/15, 9:53:38 AM
2333,75868912,Java,292,1/11/16, 1:17:40 PM
2334,1734618,Java,292,1/19/16, 11:49:16 AM
2335,640050,Java,292,1/26/16, 9:41:14 PM
2336,16601076,Java,292,3/28/16, 10:41:16 PM
2337,41409562,Java,292,3/31/16, 1:29:22 AM
2338,30245403,Python 3,292,8/9/16, 6:53:24 PM
2339,29271690,C++,296,3/3/15, 6:39:43 PM
2340,82279069,C++,296,10/13/15, 12:13:28 PM
2341,77154588,Java,296,1/10/16, 7:57:20 PM
2342,42986021,Java,296,3/23/16, 2:33:55 PM
2343,78098055,C++,300,5/15/14, 2:29:24 PM
2344,46648290,Java,300,11/7/14, 4:03:49 AM
2345,27462725,C++,300,6/14/15, 10:01:48 PM
2346,10578792,Java,300,8/27/15, 11:26:59 AM
2347,27639621,Java,300,9/5/15, 9:31:22 AM
2348,11834836,Python 3,300,5/7/16, 10:16:48 PM
2349,90012455,Java,304,7/5/15, 2:25:47 PM
2350,65131773,Java,304,9/5/15, 12:09:07 PM
2351,77227298,Java,304,1/10/16, 5:31:03 PM
2352,48958154,Java,304,1/11/16, 8:06:21 AM
2353,42394464,Java,304,1/11/16, 4:45:43 PM
2354,47437273,Python 3,304,1/26/16, 7:30:44 AM
2355,7654835,C++,308,10/28/12, 9:00:17 AM
2356,33867330,Java,308,4/1/15, 6:00:54 AM
2357,53907748,C++,308,6/14/15, 6:10:09 PM
2358,46790292,C++,308,6/14/15, 7:17:34 PM
2359,23856465,C++,308,6/14/15, 8:04:10 PM
2360,47029748,Java,308,11/16/15, 1:46:37 AM
2361,67479196,Java,308,2/20/16, 3:23:36 PM
2362,83636648,Java,308,6/24/16, 8:35:41 PM
2363,22267190,C++,312,5/28/14, 10:07:35 PM
2364,48476663,Java,312,11/2/14, 10:08:36 PM
2365,70993953,Python 3,312,8/30/15, 3:28:09 PM
2366,50400149,Java,312,9/5/15, 9:24:20 AM
2367,25232992,C++,312,2/12/16, 6:38:16 PM
2368,29392696,Java,312,2/26/16, 3:01:34 PM
2369,45693347,Java,316,2/27/13, 3:15:38 PM
2370,76609760,C++,316,9/5/14, 8:10:43 PM
2371,74579207,Java,316,6/7/15, 1:17:44 AM
2372,28561879,C++,316,6/15/15, 8:45:02 PM
2373,3810500,Python 3,316,10/13/15, 2:10:27 PM
2374,48310743,Java,316,10/27/15, 10:50:35 PM
2375,25245959,Java,316,12/16/15, 7:42:28 PM
2376,28140609,Java,316,1/11/16, 7:24:07 AM
2377,9116563,Java,316,2/21/16, 5:57:32 PM
2378,73333221,Python 3,316,4/13/16, 3:14:33 AM
2379,65256403,Java,316,7/1/16, 5:50:30 PM
2380,91708008,C++,316,8/13/16, 8:52:41 PM
2381,40494774,Java,316,8/29/16, 2:14:43 PM
2382,33635249,C++,320,6/14/15, 4:53:57 PM
2383,80000424,Python 3,320,8/30/15, 7:31:57 PM
2384,48931272,Java,320,9/5/15, 9:30:46 AM
2385,9792713,Java,320,1/7/16, 6:40:23 PM
2386,60917312,Java,320,1/9/16, 6:43:31 PM
2387,11923477,Java,320,9/3/16, 3:58:33 PM
2388,42768977,C++,324,6/8/14, 2:16:09 PM
2389,77721869,C++,324,6/14/15, 4:34:57 PM
2390,86466205,Java,324,12/17/15, 9:37:40 AM
2391,79587047,Java,328,10/11/12, 2:53:07 PM
2392,65285333,Java,328,12/2/12, 12:10:30 AM
2393,42298654,Java,328,8/25/13, 9:04:53 PM
2394,19900982,Java,328,12/17/15, 2:58:18 PM
2395,29407868,Java,328,3/28/16, 10:51:03 PM
2396,24332275,Java,328,3/28/16, 10:52:14 PM
2397,83641739,C++,332,10/10/13, 4:37:17 PM
2398,17877267,Java,332,2/4/15, 2:18:13 PM
2399,46349113,Java,332,2/4/15, 2:19:17 PM
2400,19169306,Java,332,10/27/15, 2:44:19 PM
2401,53373599,Python 3,332,3/19/16, 10:38:43 AM
2402,63311675,Java,332,3/20/16, 11:34:09 AM
2403,92817478,Python 3,332,4/8/16, 6:52:00 PM
2404,51239064,Java,332,6/12/16, 10:52:29 AM
2405,58984835,Java,336,11/25/12, 5:04:54 PM
2406,81842477,C++,336,3/12/14, 10:51:15 PM
2407,84389058,Java,336,11/30/15, 12:59:53 PM
2408,889544,Java,336,2/1/16, 2:43:42 PM
2409,18457072,Java,340,8/21/14, 2:59:49 PM
2410,65010664,Java,340,12/31/14, 1:54:11 PM
2411,9979735,Java,340,12/17/15, 10:02:17 AM
2412,33585211,Java,340,7/21/16, 8:42:05 PM
2413,92180452,Java,344,12/2/12, 3:16:02 PM
2414,83067614,Java,344,4/29/15, 4:54:37 PM
2415,85783992,Java,344,6/16/15, 9:44:22 AM
2416,65819878,Java,344,10/1/15, 9:32:24 PM
2417,67588862,Java,344,3/4/16, 8:50:08 PM
2418,68518662,Java,344,3/29/16, 5:03:05 PM
2419,78036234,C++,348,3/26/14, 10:23:23 PM
2420,66437620,Java,348,9/16/14, 2:38:57 PM
2421,1690988,Java,348,12/4/14, 4:08:21 PM
2422,79817756,Java,348,4/20/16, 6:50:56 PM
2423,82646665,Java,352,10/17/14, 7:55:37 PM
2424,39585248,Java,356,8/5/15, 10:48:22 PM
2425,71526114,Java,356,11/9/15, 5:56:55 PM
2426,93789323,Java,356,11/20/15, 12:30:47 PM
2427,63898890,Java,360,5/25/14, 5:49:29 PM
2428,64848360,C++,360,6/7/14, 11:01:07 PM
2429,48004247,Java,360,1/11/16, 8:10:10 AM
2430,21443761,Java,364,11/27/14, 8:42:54 PM
2431,83880462,Java,364,4/10/15, 9:37:34 PM
2432,77607506,C++,364,6/14/15, 9:59:59 PM
2433,17460310,Java,364,9/9/15, 3:32:50 PM
2434,46566517,Java,364,12/19/15, 8:03:09 AM
2435,62909004,Java,368,11/7/15, 10:30:48 AM
2436,48378745,Java,368,1/6/16, 8:48:15 PM
2437,79395,Java,368,1/9/16, 3:20:58 PM
2438,11203701,Java,372,12/2/12, 3:50:55 PM
2439,47497871,C++,372,6/14/15, 10:44:47 PM
2440,58397746,Java,372,10/22/15, 2:53:09 PM
2441,38307413,Python 3,372,8/9/16, 1:19:35 PM
2442,59151228,Java,376,7/9/15, 12:43:28 PM
2443,69934398,Java,376,11/30/15, 10:28:09 PM
2444,76542853,Java,376,3/29/16, 4:33:12 AM
2445,34817942,Python 3,376,8/2/16, 11:03:52 PM
2446,11814780,C++,376,8/8/16, 6:27:08 PM
2447,68842599,C++,380,6/14/15, 6:46:31 PM
2448,64035523,Java,380,6/27/15, 5:01:09 PM
2449,69280624,Java,380,9/7/15, 1:38:49 PM
2450,41267532,Python 3,380,9/16/15, 6:28:54 PM
2451,13734148,Java,380,1/9/16, 2:59:32 PM
2452,20513216,Java,380,1/11/16, 8:21:59 AM
2453,41389107,Java,380,1/11/16, 4:44:30 PM
2454,84089896,Java,384,12/16/15, 12:12:27 PM
2455,83270030,Java,384,1/11/16, 2:43:01 PM
2456,1979555,Java,384,2/17/16, 11:26:25 PM
2457,31723134,C++,392,2/5/15, 2:19:57 PM
2458,34152094,Java,392,10/25/15, 2:17:24 AM
2459,73319678,Java,392,12/10/15, 9:11:31 AM
2460,67737626,Java,396,4/10/15, 5:31:58 PM
2461,21822458,Java,396,9/7/15, 1:32:57 PM
2462,38919125,Java,396,1/11/16, 2:30:20 PM
2463,58423427,Java,400,6/13/16, 1:54:57 PM
2464,6663235,Java,404,11/30/15, 11:40:01 PM
2465,90080368,Java,408,9/9/15, 7:04:46 AM
2466,50017152,Java,408,11/27/15, 3:00:17 PM
2467,63637574,Python 3,412,5/21/15, 5:38:27 AM
2468,32791905,Java,412,12/3/15, 7:52:44 PM
2469,71720695,Java,412,1/11/16, 7:47:24 AM
2470,34558383,Java,416,12/4/15, 3:08:10 PM
2471,17968728,Java,416,12/9/15, 10:41:22 AM
2472,68206436,Java,420,1/24/16, 8:11:20 PM
2473,92820475,Java,424,9/5/15, 9:26:26 AM
2474,11017775,Java,424,3/20/16, 6:36:39 AM
2475,99738642,C++,428,6/14/15, 5:27:36 PM
2476,69854148,Java,428,10/23/15, 7:54:59 PM
2477,67124226,Java,432,9/29/15, 3:30:38 PM
2478,75251883,Java,436,10/21/15, 4:11:16 PM
2479,27718767,C++,436,3/16/16, 2:52:20 PM
2480,17454037,Java,440,9/30/15, 5:42:26 PM
2481,77266426,Java,440,7/27/16, 5:04:51 AM
2482,95237280,Python 3,448,10/13/15, 8:18:58 PM
2483,99502837,Java,452,1/7/16, 8:24:11 AM
2484,44225851,Java,452,1/11/16, 2:53:23 PM
2485,33030338,Java,456,12/8/15, 11:58:15 AM
2486,18311582,Java,468,12/17/15, 5:29:56 PM
2487,91012681,Java,472,1/11/16, 2:12:47 PM
2488,77951621,Java,480,5/22/16, 4:57:01 AM
2489,60179778,Java,484,10/31/15, 5:31:23 AM
2490,92815018,Java,484,3/20/16, 6:38:05 AM
2491,88142450,Python 3,492,8/13/16, 8:11:11 PM
2492,18245108,Java,496,11/25/15, 9:03:19 PM
2493,20484931,Java,500,12/16/15, 12:03:29 PM
2494,99987369,Python 3,520,9/6/15, 2:27:06 PM
2495,55407966,C++,524,10/19/14, 12:03:42 PM
2496,73440381,Java,524,9/25/15, 8:38:49 PM
2497,39775535,Python 3,528,11/5/15, 11:37:04 AM
2498,75087124,Java,528,12/9/15, 10:38:49 AM
2499,80096651,Java,532,10/13/13, 5:11:33 PM
2500,60874848,Java,540,5/24/13, 11:13:43 PM
2501,4488453,Java,580,10/14/15, 12:04:09 PM
2502,43234589,Java,580,1/10/16, 7:19:50 PM
2503,22486026,Java,592,6/23/16, 8:22:04 PM
2504,43352937,Java,596,2/21/16, 9:13:51 PM
2505,82185295,Java,600,2/21/16, 4:09:39 PM
2506,81136827,Java,696,9/28/15, 3:21:06 PM
2507,23187114,Java,916,3/31/16, 11:10:02 AM
2508,30255361,Python 3,972,5/14/16, 5:31:38 PM
